Task,Surplus,Budget,Min. cost,Max. cost,Vm,Cost,Update
ID00491,0.24458791,0.24459758,9.666666E-6,2.5555555E-5,209,9.666666E-6,0.0
ID00694,0.24458791,0.24459758,9.666666E-6,2.5555555E-5,209,9.666666E-6,0.0
ID00582,0.24458791,0.24459597,8.055556E-6,1.9166666E-5,94,8.055556E-6,0.0
ID00562,0.24458791,0.24459758,9.666666E-6,2.5555555E-5,102,9.666666E-6,0.0
ID00818,0.24458791,0.24513248,5.4455554E-4,0.0012969445,109,5.4455554E-4,0.0
ID00858,0.24458791,0.24513248,5.4455554E-4,0.0012969445,94,5.4455554E-4,0.0
ID00698,0.24458791,0.24459758,9.666666E-6,2.5555555E-5,111,9.666666E-6,0.0
ID00905,0.24458791,0.24512924,5.4133334E-4,0.0012905556,209,5.4133334E-4,0.0
ID00833,0.24458791,0.24512763,5.397222E-4,0.0012841666,111,5.397222E-4,0.0
ID00742,0.24458791,0.24512763,5.397222E-4,0.0012841666,102,5.397222E-4,0.0
ID00670,0.24458791,0.24459758,9.666666E-6,2.5555555E-5,264,9.666666E-6,0.0
ID00945,0.24458791,0.24512763,5.397222E-4,0.0012841666,120,5.397222E-4,0.0
ID00813,0.24458791,0.24512441,5.365E-4,0.0012777777,264,5.365E-4,0.0
ID00498,0.24458791,0.24459758,9.666666E-6,2.5555555E-5,4,9.666666E-6,0.0
ID00949,0.24458791,0.2451228,5.348889E-4,0.0012713888,282,5.348889E-4,0.0
ID00502,0.24458791,0.24459597,8.055556E-6,1.9166666E-5,291,8.055556E-6,0.0
ID00628,0.24458791,0.24459758,9.666666E-6,2.5555555E-5,4,9.666666E-6,0.0
ID00507,0.24458791,0.24459597,8.055556E-6,1.9166666E-5,215,8.055556E-6,0.0
ID00921,0.24458791,0.24511959,5.316667E-4,0.001265,260,5.316667E-4,0.0
ID00566,0.24458791,0.24459758,9.666666E-6,2.5555555E-5,143,9.666666E-6,0.0
ID00536,0.24458791,0.24459758,9.666666E-6,2.5555555E-5,291,9.666666E-6,0.0
ID00749,0.24458791,0.24511474,5.2683335E-4,0.0012522222,4,5.2683335E-4,0.0
ID00753,0.24458791,0.24511313,5.252222E-4,0.0012522222,291,5.252222E-4,0.0
ID00497,0.24458791,0.24459758,9.666666E-6,2.5555555E-5,143,9.666666E-6,0.0
ID00758,0.24458791,0.24511153,5.236111E-4,0.0012458334,215,5.236111E-4,0.0
ID00626,0.24458791,0.24459758,9.666666E-6,2.5555555E-5,133,9.666666E-6,0.0
ID00879,0.24458791,0.24511153,5.236111E-4,0.0012458334,133,5.236111E-4,0.0
ID00537,0.24458791,0.24459758,9.666666E-6,2.5555555E-5,129,9.666666E-6,0.0
ID00787,0.24458791,0.2451083,5.203889E-4,0.0012394445,143,5.203889E-4,0.0
ID00817,0.24458791,0.2451067,5.1877776E-4,0.0012394445,151,5.1877776E-4,0.0
ID00748,0.24458791,0.24510346,5.1555556E-4,0.0012266666,186,5.1555556E-4,0.0
ID00877,0.24458791,0.24510346,5.1555556E-4,0.0012266666,129,5.1555556E-4,0.0
ID00788,0.24458791,0.24510185,5.139444E-4,0.0012266666,182,5.139444E-4,0.0
ID00652,0.24458791,0.24459597,8.055556E-6,1.9166666E-5,150,8.055556E-6,0.0
ID00669,0.24458791,0.24459758,9.666666E-6,2.5555555E-5,180,9.666666E-6,0.0
ID00903,0.24458791,0.24509057,5.0266663E-4,0.0012011111,150,5.0266663E-4,0.0
ID00920,0.24458791,0.24508896,5.0105556E-4,0.0011947223,180,5.0105556E-4,0.0
ID00716,0.24458791,0.24459597,8.055556E-6,1.9166666E-5,184,8.055556E-6,0.0
ID00637,0.24458791,0.24459758,9.666666E-6,2.5555555E-5,184,9.666666E-6,0.0
ID00696,0.24458791,0.24459597,8.055556E-6,1.9166666E-5,80,8.055556E-6,0.0
ID00725,0.24458791,0.24459597,8.055556E-6,1.9166666E-5,10,8.055556E-6,0.0
ID00699,0.24458791,0.24459597,8.055556E-6,1.9166666E-5,244,8.055556E-6,0.0
ID00967,0.24458791,0.24508092,4.9299997E-4,0.0011755555,184,4.9299997E-4,0.0
ID00666,0.24458791,0.24459758,9.666666E-6,2.5555555E-5,10,9.666666E-6,0.0
ID00888,0.24458791,0.24507931,4.913889E-4,0.0011691666,80,4.913889E-4,0.0
ID00665,0.24458791,0.24459597,8.055556E-6,1.9166666E-5,244,8.055556E-6,0.0
ID00947,0.24458791,0.24507608,4.8816667E-4,0.0011627778,10,4.8816667E-4,0.0
ID00976,0.24458791,0.24507447,4.8655554E-4,0.0011627778,31,4.8655554E-4,0.0
ID00950,0.24458791,0.24507286,4.8494444E-4,0.0011563889,244,4.8494444E-4,0.0
ID00722,0.24458791,0.24459758,9.666666E-6,2.5555555E-5,227,9.666666E-6,0.0
ID00917,0.24458791,0.24507125,4.8333334E-4,0.00115,227,4.8333334E-4,0.0
ID00916,0.24458791,0.24506964,4.817222E-4,0.001143611,92,4.817222E-4,0.0
ID00973,0.24458791,0.2450648,4.7688888E-4,0.0011372222,178,4.7688888E-4,0.0
ID00721,0.24458791,0.24459758,9.666666E-6,2.5555555E-5,77,9.666666E-6,0.0
ID00511,0.24458791,0.24459597,8.055556E-6,1.9166666E-5,155,8.055556E-6,0.0
ID00972,0.24458791,0.24505514,4.672222E-4,0.0011116667,77,4.672222E-4,0.0
ID00685,0.24458791,0.24459758,9.666666E-6,2.5555555E-5,155,9.666666E-6,0.0
ID00681,0.24458791,0.24459758,9.666666E-6,2.5555555E-5,51,9.666666E-6,0.0
ID00762,0.24458791,0.24504869,4.6077778E-4,0.0010988889,155,4.6077778E-4,0.0
ID00561,0.24458791,0.24459597,8.055556E-6,1.9166666E-5,188,8.055556E-6,0.0
ID00936,0.24458791,0.24504386,4.5594445E-4,0.0010861111,188,4.5594445E-4,0.0
ID00932,0.24458791,0.24504064,4.5272222E-4,0.0010797222,51,4.5272222E-4,0.0
ID00812,0.24458791,0.24504064,4.5272222E-4,0.0010797222,274,4.5272222E-4,0.0
ID00595,0.24458791,0.24459758,9.666666E-6,2.5555555E-5,213,9.666666E-6,0.0
ID00632,0.24458791,0.24459758,9.666666E-6,2.5555555E-5,213,9.666666E-6,0.0
ID00846,0.24458791,0.24503097,4.4305556E-4,0.0010541667,213,4.4305556E-4,0.0
ID00883,0.24458791,0.24502775,4.3983333E-4,0.0010477777,224,4.3983333E-4,0.0
ID00609,0.24458791,0.24459758,9.666666E-6,2.5555555E-5,69,9.666666E-6,0.0
ID00623,0.24458791,0.24459758,9.666666E-6,2.5555555E-5,272,9.666666E-6,0.0
ID00647,0.24458791,0.24459758,9.666666E-6,2.5555555E-5,199,9.666666E-6,0.0
ID00524,0.24458791,0.24459758,9.666666E-6,2.5555555E-5,199,9.666666E-6,0.0
ID00641,0.24458791,0.24459597,8.055556E-6,1.9166666E-5,23,8.055556E-6,0.0
ID00667,0.24458791,0.24459758,9.666666E-6,2.5555555E-5,232,9.666666E-6,0.0
ID00534,0.24458791,0.24459597,8.055556E-6,1.9166666E-5,23,8.055556E-6,0.0
ID00860,0.24458791,0.24501808,4.3016666E-4,0.0010286111,69,4.3016666E-4,0.0
ID00874,0.24458791,0.24501325,4.2533333E-4,0.0010094445,272,4.2533333E-4,0.0
ID00476,0.24458791,0.24459758,9.666666E-6,2.5555555E-5,72,9.666666E-6,0.0
ID00892,0.24458791,0.24501164,4.237222E-4,0.0010094445,23,4.237222E-4,0.0
ID00898,0.24458791,0.24501164,4.237222E-4,0.0010094445,199,4.237222E-4,0.0
ID00775,0.24458791,0.24501164,4.237222E-4,0.0010094445,199,4.237222E-4,0.0
ID00918,0.24458791,0.24501164,4.237222E-4,0.0010094445,232,4.237222E-4,0.0
ID00522,0.24458791,0.24459597,8.055556E-6,1.9166666E-5,72,8.055556E-6,0.0
ID00785,0.24458791,0.24501002,4.221111E-4,0.0010030555,23,4.221111E-4,0.0
ID00727,0.24458791,0.24459597,8.055556E-6,1.9166666E-5,72,8.055556E-6,0.0
ID00492,0.24458791,0.24459597,8.055556E-6,1.9166666E-5,175,8.055556E-6,0.0
ID00773,0.24458791,0.24500358,4.1566667E-4,9.902777E-4,72,4.1566667E-4,0.0
ID00521,0.24458791,0.24459758,9.666666E-6,2.5555555E-5,175,9.666666E-6,0.0
ID00978,0.24458791,0.24499713,4.092222E-4,9.711111E-4,72,4.092222E-4,0.0
ID00743,0.24458791,0.24499552,4.076111E-4,9.711111E-4,175,4.076111E-4,0.0
ID00772,0.24458791,0.24499069,4.0277778E-4,9.583333E-4,175,4.0277778E-4,0.0
ID00568,0.24458791,0.24459597,8.055556E-6,1.9166666E-5,22,8.055556E-6,0.0
ID00634,0.24458791,0.24459758,9.666666E-6,2.5555555E-5,22,9.666666E-6,0.0
ID00548,0.24458791,0.24459597,8.055556E-6,1.9166666E-5,176,8.055556E-6,0.0
ID00484,0.24458791,0.24459758,9.666666E-6,2.5555555E-5,277,9.666666E-6,0.0
ID00819,0.24458791,0.24497941,3.9149998E-4,9.3277777E-4,22,3.9149998E-4,0.0
ID00885,0.24458791,0.2449762,3.8827778E-4,9.263889E-4,176,3.8827778E-4,0.0
ID00799,0.24458791,0.24497458,3.8666665E-4,9.1999996E-4,277,3.8666665E-4,0.0
ID00546,0.24458791,0.24459758,9.666666E-6,2.5555555E-5,40,9.666666E-6,0.0
ID00656,0.24458791,0.24459758,9.666666E-6,2.5555555E-5,40,9.666666E-6,0.0
ID00735,0.24458791,0.24497136,3.8344445E-4,9.136111E-4,277,3.8344445E-4,0.0
ID00720,0.24458791,0.24459758,9.666666E-6,2.5555555E-5,88,9.666666E-6,0.0
ID00564,0.24458791,0.24459597,8.055556E-6,1.9166666E-5,162,8.055556E-6,0.0
ID00676,0.24458791,0.24459758,9.666666E-6,2.5555555E-5,40,9.666666E-6,0.0
ID00797,0.24458791,0.24496652,3.7861112E-4,9.0083334E-4,40,3.7861112E-4,0.0
ID00907,0.24458791,0.24496491,3.77E-4,9.0083334E-4,40,3.77E-4,0.0
ID00815,0.24458791,0.2449617,3.7377776E-4,8.8805554E-4,162,3.7377776E-4,0.0
ID00971,0.24458791,0.2449617,3.7377776E-4,8.944444E-4,88,3.7377776E-4,0.0
ID00927,0.24458791,0.2449617,3.7377776E-4,8.8805554E-4,9,3.7377776E-4,0.0
ID00991,0.24458791,0.24459758,9.666666E-6,2.5555555E-5,126,1.2888889E-5,3.2222224E-6
ID00984,0.2445847,0.24459437,9.666666E-6,2.5555555E-5,16,1.2888889E-5,3.2222224E-6
ID00996,0.24458148,0.24459115,9.666666E-6,2.5555555E-5,46,1.2888889E-5,3.2222224E-6
ID00980,0.24457826,0.24458793,9.666666E-6,2.5555555E-5,277,9.666666E-6,0.0
ID00981,0.24457826,0.24458793,9.666666E-6,2.5555555E-5,36,1.2888889E-5,3.2222224E-6
ID00982,0.24457504,0.24458471,9.666666E-6,2.5555555E-5,151,9.666666E-6,0.0
ID00986,0.24457504,0.24458471,9.666666E-6,2.5555555E-5,301,1.2888889E-5,3.2222224E-6
ID00992,0.24457182,0.24458149,9.666666E-6,2.5555555E-5,42,9.666666E-6,0.0
ID00997,0.24457182,0.24458149,9.666666E-6,2.5555555E-5,41,1.2888889E-5,3.2222224E-6
ID00988,0.2445686,0.24457827,9.666666E-6,2.5555555E-5,28,9.666666E-6,0.0
ID00999,0.2445686,0.24457827,9.666666E-6,2.5555555E-5,189,9.666666E-6,0.0
ID00990,0.2445686,0.24457827,9.666666E-6,2.5555555E-5,101,9.666666E-6,0.0
ID00993,0.2445686,0.24457827,9.666666E-6,2.5555555E-5,230,9.666666E-6,0.0
ID00985,0.2445686,0.24457827,9.666666E-6,2.5555555E-5,129,9.666666E-6,0.0
ID00994,0.2445686,0.24457827,9.666666E-6,2.5555555E-5,269,9.666666E-6,0.0
ID00998,0.2445686,0.24457827,9.666666E-6,2.5555555E-5,72,9.666666E-6,0.0
ID00983,0.2445686,0.24457827,9.666666E-6,2.5555555E-5,8,9.666666E-6,0.0
ID00987,0.2445686,0.24457827,9.666666E-6,2.5555555E-5,166,9.666666E-6,0.0
ID00989,0.2445686,0.24457827,9.666666E-6,2.5555555E-5,140,1.2888889E-5,3.2222224E-6
ID00995,0.24456538,0.24457505,9.666666E-6,2.5555555E-5,183,9.666666E-6,0.0
